Date,Open,High,Low,Close,Adj Close,Volume
3/24/2015,2103.939941,2107.629883,2091.5,2091.5,2091.5,3189820000
3/25/2015,2093.100098,2097.429932,2061.050049,2061.050049,2061.050049,3521140000
3/26/2015,2059.939941,2067.149902,2045.5,2056.149902,2056.149902,3510670000
3/27/2015,2055.780029,2062.830078,2052.959961,2061.02002,2061.02002,3008550000
3/30/2015,2064.110107,2088.969971,2064.110107,2086.23999,2086.23999,2917690000
3/31/2015,2084.050049,2084.050049,2067.040039,2067.889893,2067.889893,3376550000
4/1/2015,2067.629883,2067.629883,2048.379883,2059.689941,2059.689941,3543270000
4/2/2015,2060.030029,2072.169922,2057.320068,2066.959961,2066.959961,3095960000
4/6/2015,2064.870117,2086.98999,2056.52002,2080.620117,2080.620117,3302970000
4/7/2015,2080.790039,2089.810059,2076.100098,2076.330078,2076.330078,3065510000
4/8/2015,2076.939941,2086.689941,2073.300049,2081.899902,2081.899902,3265330000
4/9/2015,2081.290039,2093.310059,2074.290039,2091.179932,2091.179932,3172360000
4/10/2015,2091.51001,2102.610107,2091.51001,2102.060059,2102.060059,3156200000
4/13/2015,2102.030029,2107.649902,2092.330078,2092.429932,2092.429932,2908420000
4/14/2015,2092.280029,2098.620117,2083.23999,2095.840088,2095.840088,3301270000
4/15/2015,2097.820068,2111.909912,2097.820068,2106.629883,2106.629883,4013760000
4/16/2015,2105.959961,2111.300049,2100.02002,2104.98999,2104.98999,3434120000
4/17/2015,2102.580078,2102.580078,2072.370117,2081.179932,2081.179932,3627600000
4/20/2015,2084.110107,2103.939941,2084.110107,2100.399902,2100.399902,3000160000
4/21/2015,2102.820068,2109.639893,2094.379883,2097.290039,2097.290039,3243410000
4/22/2015,2098.27002,2109.97998,2091.050049,2107.959961,2107.959961,3348480000
4/23/2015,2107.209961,2120.48999,2103.189941,2112.929932,2112.929932,3636670000
4/24/2015,2112.800049,2120.919922,2112.800049,2117.689941,2117.689941,3375780000
4/27/2015,2119.290039,2125.919922,2107.040039,2108.919922,2108.919922,3438750000
4/28/2015,2108.350098,2116.040039,2094.889893,2114.76001,2114.76001,3546270000
4/29/2015,2112.48999,2113.649902,2097.409912,2106.850098,2106.850098,4074970000
4/30/2015,2105.52002,2105.52002,2077.590088,2085.51001,2085.51001,4509680000
5/1/2015,2087.379883,2108.409912,2087.379883,2108.290039,2108.290039,3379390000
5/4/2015,2110.22998,2120.949951,2110.22998,2114.48999,2114.48999,3091580000
5/5/2015,2112.629883,2115.23999,2088.459961,2089.459961,2089.459961,3793950000
5/6/2015,2091.26001,2098.419922,2067.929932,2080.149902,2080.149902,3792210000
5/7/2015,2079.959961,2092.899902,2074.98999,2088,2088,3676640000
5/8/2015,2092.129883,2117.659912,2092.129883,2116.100098,2116.100098,3399440000
5/11/2015,2115.560059,2117.689941,2104.580078,2105.330078,2105.330078,2992670000
5/12/2015,2102.870117,2105.060059,2085.570068,2099.120117,2099.120117,3139520000
5/13/2015,2099.620117,2110.189941,2096.040039,2098.47998,2098.47998,3374260000
5/14/2015,2100.429932,2121.449951,2100.429932,2121.100098,2121.100098,3225740000
5/15/2015,2122.070068,2123.889893,2116.810059,2122.72998,2122.72998,3092080000
5/18/2015,2121.300049,2131.780029,2120.01001,2129.199951,2129.199951,2888190000
5/19/2015,2129.449951,2133.02002,2124.5,2127.830078,2127.830078,3296030000
5/20/2015,2127.790039,2134.719971,2122.590088,2125.850098,2125.850098,3025880000
5/21/2015,2125.550049,2134.280029,2122.949951,2130.820068,2130.820068,3070460000
5/22/2015,2130.360107,2132.149902,2126.060059,2126.060059,2126.060059,2571860000
5/26/2015,2125.340088,2125.340088,2099.179932,2104.199951,2104.199951,3342130000
5/27/2015,2105.129883,2126.219971,2105.129883,2123.47998,2123.47998,3127960000
5/28/2015,2122.27002,2122.27002,2112.860107,2120.790039,2120.790039,2980350000
5/29/2015,2120.659912,2120.659912,2104.889893,2107.389893,2107.389893,3927390000
6/1/2015,2108.639893,2119.149902,2102.540039,2111.72998,2111.72998,3011710000
6/2/2015,2110.409912,2117.590088,2099.139893,2109.600098,2109.600098,3049350000
6/3/2015,2110.639893,2121.919922,2109.610107,2114.070068,2114.070068,3099980000
6/4/2015,2112.350098,2112.889893,2093.22998,2095.840088,2095.840088,3200050000
6/5/2015,2095.090088,2100.98999,2085.669922,2092.830078,2092.830078,3243690000
6/8/2015,2092.340088,2093.01001,2079.110107,2079.280029,2079.280029,2917150000
6/9/2015,2079.070068,2085.620117,2072.139893,2080.149902,2080.149902,3034580000
6/10/2015,2081.120117,2108.5,2081.120117,2105.199951,2105.199951,3414320000
6/11/2015,2106.23999,2115.02002,2106.23999,2108.860107,2108.860107,3128600000
6/12/2015,2107.429932,2107.429932,2091.330078,2094.110107,2094.110107,2719400000
6/15/2015,2091.340088,2091.340088,2072.48999,2084.429932,2084.429932,3061570000
6/16/2015,2084.26001,2097.399902,2082.100098,2096.290039,2096.290039,2919900000
6/17/2015,2097.399902,2106.790039,2088.860107,2100.439941,2100.439941,3222240000
6/18/2015,2101.580078,2126.649902,2101.580078,2121.23999,2121.23999,3520360000
6/19/2015,2121.060059,2121.639893,2109.449951,2109.98999,2109.98999,4449810000
6/22/2015,2112.5,2129.870117,2112.5,2122.850098,2122.850098,3030020000
6/23/2015,2123.159912,2128.030029,2119.889893,2124.199951,2124.199951,3091190000
6/24/2015,2123.649902,2125.100098,2108.580078,2108.580078,2108.580078,3102480000
