Date,DJI,SPC,President,Party
1/1/1964,6265.44,614.63,Lyndon B. Johnson,Democratic
2/1/1964,6383.52,620.69,Lyndon B. Johnson,Democratic
3/1/1964,6488.43,630.10,Lyndon B. Johnson,Democratic
4/1/1964,6468.32,633.93,Lyndon B. Johnson,Democratic
5/1/1964,6546.43,641.19,Lyndon B. Johnson,Democratic
6/1/1964,6612.09,649.60,Lyndon B. Johnson,Democratic
7/1/1964,6667.40,659.37,Lyndon B. Johnson,Democratic
8/1/1964,6667.59,650.71,Lyndon B. Johnson,Democratic
9/1/1964,6939.06,667.29,Lyndon B. Johnson,Democratic
10/1/1964,6920.91,672.69,Lyndon B. Johnson,Democratic
11/1/1964,6916.77,667.00,Lyndon B. Johnson,Democratic
12/1/1964,6906.50,669.61,Lyndon B. Johnson,Democratic
1/1/1965,7133.50,691.81,Lyndon B. Johnson,Democratic
2/1/1965,7138.40,690.78,Lyndon B. Johnson,Democratic
3/1/1965,7002.16,678.60,Lyndon B. Johnson,Democratic
4/1/1965,7241.06,699.60,Lyndon B. Johnson,Democratic
5/1/1965,7207.53,694.19,Lyndon B. Johnson,Democratic
6/1/1965,6771.50,656.22,Lyndon B. Johnson,Democratic
7/1/1965,6878.45,665.04,Lyndon B. Johnson,Democratic
8/1/1965,6967.07,680.01,Lyndon B. Johnson,Democratic
9/1/1965,7259.45,701.78,Lyndon B. Johnson,Democratic
10/1/1965,7472.30,718.75,Lyndon B. Johnson,Democratic
11/1/1965,7362.56,712.45,Lyndon B. Johnson,Democratic
12/1/1965,7513.70,716.52,Lyndon B. Johnson,Democratic
1/1/1966,7624.17,720.01,Lyndon B. Johnson,Democratic
2/1/1966,7333.36,702.76,Lyndon B. Johnson,Democratic
3/1/1966,7102.23,685.29,Lyndon B. Johnson,Democratic
4/1/1966,7125.85,694.97,Lyndon B. Johnson,Democratic
5/1/1966,6747.22,657.34,Lyndon B. Johnson,Democratic
6/1/1966,6620.59,644.79,Lyndon B. Johnson,Democratic
7/1/1966,6427.38,634.11,Lyndon B. Johnson,Democratic
8/1/1966,5943.82,581.26,Lyndon B. Johnson,Democratic
9/1/1966,5836.84,577.19,Lyndon B. Johnson,Democratic
10/1/1966,6047.38,600.94,Lyndon B. Johnson,Democratic
11/1/1966,5931.38,602.81,Lyndon B. Johnson,Democratic
12/1/1966,5887.18,601.91,Lyndon B. Johnson,Democratic
1/1/1967,6368.23,648.97,Lyndon B. Johnson,Democratic
2/1/1967,6289.40,650.24,Lyndon B. Johnson,Democratic
3/1/1967,6468.87,673.79,Lyndon B. Johnson,Democratic
4/1/1967,6681.23,700.19,Lyndon B. Johnson,Democratic
5/1/1967,6330.26,661.42,Lyndon B. Johnson,Democratic
6/1/1967,6368.50,671.01,Lyndon B. Johnson,Democratic
7/1/1967,6674.20,699.35,Lyndon B. Johnson,Democratic
8/1/1967,6632.59,689.10,Lyndon B. Johnson,Democratic
9/1/1967,6798.90,709.56,Lyndon B. Johnson,Democratic
10/1/1967,6435.30,682.49,Lyndon B. Johnson,Democratic
11/1/1967,6388.16,685.64,Lyndon B. Johnson,Democratic
12/1/1967,6581.96,701.53,Lyndon B. Johnson,Democratic
1/1/1968,6184.19,666.80,Lyndon B. Johnson,Democratic
2/1/1968,6058.32,644.11,Lyndon B. Johnson,Democratic
3/1/1968,6041.90,648.27,Lyndon B. Johnson,Democratic
4/1/1968,6536.97,698.40,Lyndon B. Johnson,Democratic
5/1/1968,6424.25,705.17,Lyndon B. Johnson,Democratic
6/1/1968,6377.97,707.42,Lyndon B. Johnson,Democratic
7/1/1968,6237.51,690.44,Lyndon B. Johnson,Democratic
8/1/1968,6311.49,696.37,Lyndon B. Johnson,Democratic
9/1/1968,6572.05,721.05,Lyndon B. Johnson,Democratic
10/1/1968,6651.49,722.22,Lyndon B. Johnson,Democratic
11/1/1968,6860.10,754.69,Lyndon B. Johnson,Democratic
12/1/1968,6553.40,721.20,Lyndon B. Johnson,Democratic
1/1/1969,6551.40,713.34,Richard Nixon,Republican
2/1/1969,6233.28,675.72,Richard Nixon,Republican
3/1/1969,6388.39,693.21,Richard Nixon,Republican
4/1/1969,6452.67,704.16,Richard Nixon,Republican
5/1/1969,6350.09,700.73,Richard Nixon,Republican
6/1/1969,5881.81,658.17,Richard Nixon,Republican
7/1/1969,5462.83,615.17,Richard Nixon,Republican
8/1/1969,5575.07,636.38,Richard Nixon,Republican
9/1/1969,5402.98,618.78,Richard Nixon,Republican
10/1/1969,5657.24,641.87,Richard Nixon,Republican
11/1/1969,5340.06,616.71,Richard Nixon,Republican
12/1/1969,5233.55,601.98,Richard Nixon,Republican
1/1/1970,4852.76,554.50,Richard Nixon,Republican
2/1/1970,5044.23,580.59,Richard Nixon,Republican
3/1/1970,5070.07,578.47,Richard Nixon,Republican
4/1/1970,4713.06,521.97,Richard Nixon,Republican
5/1/1970,4473.71,488.92,Richard Nixon,Republican
6/1/1970,4343.15,462.06,Richard Nixon,Republican
7/1/1970,4640.37,493.35,Richard Nixon,Republican
8/1/1970,4832.91,515.29,Richard Nixon,Republican
9/1/1970,4783.92,530.16,Richard Nixon,Republican
10/1/1970,4727.85,520.90,Richard Nixon,Republican
11/1/1970,4943.21,542.82,Richard Nixon,Republican
12/1/1970,5196.27,570.78,Richard Nixon,Republican
1/1/1971,5379.49,593.88,Richard Nixon,Republican
2/1/1971,5430.29,597.82,Richard Nixon,Republican
3/1/1971,5573.63,618.21,Richard Nixon,Republican
4/1/1971,5789.88,639.08,Richard Nixon,Republican
5/1/1971,5553.07,609.44,Richard Nixon,Republican
6/1/1971,5411.00,599.31,Richard Nixon,Republican
7/1/1971,5199.51,578.93,Richard Nixon,Republican
8/1/1971,5426.14,598.34,Richard Nixon,Republican
9/1/1971,5360.40,594.17,Richard Nixon,Republican
10/1/1971,5056.65,567.92,Richard Nixon,Republican
11/1/1971,5010.49,566.48,Richard Nixon,Republican
12/1/1971,5339.42,612.34,Richard Nixon,Republican
1/1/1972,5411.22,623.43,Richard Nixon,Republican
2/1/1972,5540.01,636.12,Richard Nixon,Republican
3/1/1972,5601.87,638.38,Richard Nixon,Republican
4/1/1972,5667.77,639.56,Richard Nixon,Republican
5/1/1972,5693.23,649.07,Richard Nixon,Republican
6/1/1972,5492.43,633.41,Richard Nixon,Republican
7/1/1972,5441.17,631.88,Richard Nixon,Republican
8/1/1972,5657.10,652.10,Richard Nixon,Republican
9/1/1972,5582.35,647.38,Richard Nixon,Republican
10/1/1972,5568.77,650.29,Richard Nixon,Republican
11/1/1972,5919.87,678.32,Richard Nixon,Republican
12/1/1972,5917.14,684.81,Richard Nixon,Republican
1/1/1973,5781.33,671.47,Richard Nixon,Republican
2/1/1973,5487.83,641.71,Richard Nixon,Republican
3/1/1973,5414.10,634.88,Richard Nixon,Republican
4/1/1973,5209.77,604.81,Richard Nixon,Republican
5/1/1973,5062.32,589.40,Richard Nixon,Republican
6/1/1973,4973.07,581.46,Richard Nixon,Republican
7/1/1973,5155.42,602.24,Richard Nixon,Republican
8/1/1973,4851.46,569.83,Richard Nixon,Republican
9/1/1973,5165.48,591.38,Richard Nixon,Republican
10/1/1973,5171.27,585.42,Richard Nixon,Republican
11/1/1973,4416.30,515.40,Richard Nixon,Republican
12/1/1973,4540.19,520.53,Richard Nixon,Republican
1/1/1974,4525.86,510.86,Gerald Ford,Republican
2/1/1974,4494.55,502.56,Gerald Ford,Republican
3/1/1974,4366.33,484.65,Gerald Ford,Republican
4/1/1974,4297.55,463.83,Gerald Ford,Republican
5/1/1974,4069.41,442.77,Gerald Ford,Republican
6/1/1974,4036.92,432.67,Gerald Ford,Republican
7/1/1974,3779.58,395.76,Gerald Ford,Republican
8/1/1974,3345.40,355.70,Gerald Ford,Republican
9/1/1974,2961.54,309.57,Gerald Ford,Republican
10/1/1974,3210.47,356.49,Gerald Ford,Republican
11/1/1974,2961.53,334.95,Gerald Ford,Republican
12/1/1974,2927.14,325.66,Gerald Ford,Republican
1/1/1975,3329.86,364.27,Gerald Ford,Republican
2/1/1975,3470.58,383.15,Gerald Ford,Republican
3/1/1975,3593.41,389.96,Gerald Ford,Republican
4/1/1975,3827.44,406.82,Gerald Ford,Republican
5/1/1975,3856.83,422.39,Gerald Ford,Republican
6/1/1975,4042.48,437.78,Gerald Ford,Republican
7/1/1975,3781.71,403.64,Gerald Ford,Republican
8/1/1975,3792.44,394.44,Gerald Ford,Republican
9/1/1975,3584.37,378.67,Gerald Ford,Republican
10/1/1975,3753.82,399.79,Gerald Ford,Republican
11/1/1975,3836.87,406.75,Gerald Ford,Republican
12/1/1975,3786.41,400.62,Gerald Ford,Republican
1/1/1976,4324.39,447.21,Gerald Ford,Republican
2/1/1976,4296.99,440.52,Gerald Ford,Republican
3/1/1976,4407.57,453.22,Gerald Ford,Republican
4/1/1976,4380.16,446.61,Gerald Ford,Republican
5/1/1976,4254.93,437.09,Gerald Ford,Republican
6/1/1976,4352.07,452.58,Gerald Ford,Republican
7/1/1976,4250.69,446.55,Gerald Ford,Republican
8/1/1976,4182.21,442.00,Gerald Ford,Republican
9/1/1976,4238.01,450.43,Gerald Ford,Republican
10/1/1976,4108.67,438.15,Gerald Ford,Republican
11/1/1976,4025.69,433.93,Gerald Ford,Republican
12/1/1976,4255.70,455.20,Gerald Ford,Republican
1/1/1977,4021.72,429.95,Jimmy Carter,Democratic
2/1/1977,3905.81,416.35,Jimmy Carter,Democratic
3/1/1977,3807.96,407.75,Jimmy Carter,Democratic
4/1/1977,3808.63,404.49,Jimmy Carter,Democratic
5/1/1977,3673.72,392.94,Jimmy Carter,Democratic
6/1/1977,3721.09,408.05,Jimmy Carter,Democratic
7/1/1977,3596.77,399.45,Jimmy Carter,Democratic
8/1/1977,3470.08,389.79,Jimmy Carter,Democratic
9/1/1977,3401.15,387.57,Jimmy Carter,Democratic
10/1/1977,3275.04,369.54,Jimmy Carter,Democratic
11/1/1977,3304.70,377.71,Jimmy Carter,Democratic
12/1/1977,3299.74,377.55,Jimmy Carter,Democratic
1/1/1978,3036.56,352.00,Jimmy Carter,Democratic
2/1/1978,2908.37,341.11,Jimmy Carter,Democratic
3/1/1978,2944.62,346.85,Jimmy Carter,Democratic
4/1/1978,3230.38,373.57,Jimmy Carter,Democratic
5/1/1978,3212.81,371.65,Jimmy Carter,Democratic
6/1/1978,3096.45,361.20,Jimmy Carter,Democratic
7/1/1978,3235.24,377.75,Jimmy Carter,Democratic
8/1/1978,3274.92,385.79,Jimmy Carter,Democratic
9/1/1978,3209.59,380.12,Jimmy Carter,Democratic
10/1/1978,2911.46,342.23,Jimmy Carter,Democratic
11/1/1978,2922.85,346.41,Jimmy Carter,Democratic
12/1/1978,2931.04,349.94,Jimmy Carter,Democratic
1/1/1979,3028.74,360.65,Jimmy Carter,Democratic
2/1/1979,2885.87,343.53,Jimmy Carter,Democratic
3/1/1979,3045.22,358.82,Jimmy Carter,Democratic
4/1/1979,2985.31,355.35,Jimmy Carter,Democratic
5/1/1979,2835.39,341.63,Jimmy Carter,Democratic
6/1/1979,2871.15,350.92,Jimmy Carter,Democratic
7/1/1979,2854.13,350.05,Jimmy Carter,Democratic
8/1/1979,2964.68,365.13,Jimmy Carter,Democratic
9/1/1979,2903.71,361.30,Jimmy Carter,Democratic
10/1/1979,2673.86,333.77,Jimmy Carter,Democratic
11/1/1979,2670.99,344.81,Jimmy Carter,Democratic
12/1/1979,2695.71,346.92,Jimmy Carter,Democratic
1/1/1980,2775.57,361.77,Jimmy Carter,Democratic
2/1/1980,2697.31,355.19,Jimmy Carter,Democratic
3/1/1980,2418.54,314.23,Jimmy Carter,Democratic
4/1/1980,2487.13,323.55,Jimmy Carter,Democratic
5/1/1980,2564.46,335.28,Jimmy Carter,Democratic
6/1/1980,2587.27,340.55,Jimmy Carter,Democratic
7/1/1980,2788.19,362.70,Jimmy Carter,Democratic
8/1/1980,2759.53,362.12,Jimmy Carter,Democratic
9/1/1980,2736.65,368.23,Jimmy Carter,Democratic
10/1/1980,2687.49,370.56,Jimmy Carter,Democratic
11/1/1980,2863.80,405.12,Jimmy Carter,Democratic
12/1/1980,2754.12,387.87,Jimmy Carter,Democratic
1/1/1981,2684.56,367.14,Ronald Reagan,Republican
2/1/1981,2733.70,368.21,Ronald Reagan,Republican
3/1/1981,2796.78,378.90,Ronald Reagan,Republican
4/1/1981,2760.77,367.49,Ronald Reagan,Republican
5/1/1981,2722.35,363.96,Ronald Reagan,Republican
6/1/1981,2658.09,357.02,Ronald Reagan,Republican
7/1/1981,2562.75,352.31,Ronald Reagan,Republican
8/1/1981,2354.41,327.97,Ronald Reagan,Republican
9/1/1981,2248.20,307.30,Ronald Reagan,Republican
10/1/1981,2249.88,321.67,Ronald Reagan,Republican
11/1/1981,2338.91,332.43,Ronald Reagan,Republican
12/1/1981,2295.13,321.45,Ronald Reagan,Republican
1/1/1982,2277.06,314.73,Ronald Reagan,Republican
2/1/1982,2148.36,294.76,Ronald Reagan,Republican
3/1/1982,2146.61,292.10,Ronald Reagan,Republican
4/1/1982,2204.04,302.51,Ronald Reagan,Republican
5/1/1982,2108.68,287.87,Ronald Reagan,Republican
6/1/1982,2063.11,278.52,Ronald Reagan,Republican
7/1/1982,2044.14,270.72,Ronald Reagan,Republican
8/1/1982,2274.01,301.52,Ronald Reagan,Republican
9/1/1982,2256.76,303.22,Ronald Reagan,Republican
10/1/1982,2489.22,335.64,Ronald Reagan,Republican
11/1/1982,2614.83,348.54,Ronald Reagan,Republican
12/1/1982,2643.56,355.26,Ronald Reagan,Republican
1/1/1983,2711.84,366.30,Ronald Reagan,Republican
2/1/1983,2801.58,372.82,Ronald Reagan,Republican
3/1/1983,2845.42,385.15,Ronald Reagan,Republican
4/1/1983,3065.50,411.08,Ronald Reagan,Republican
5/1/1983,2981.95,403.54,Ronald Reagan,Republican
6/1/1983,3028.02,415.41,Ronald Reagan,Republican
7/1/1983,2959.67,401.20,Ronald Reagan,Republican
8/1/1983,2991.75,404.42,Ronald Reagan,Republican
9/1/1983,3018.70,406.54,Ronald Reagan,Republican
10/1/1983,2990.71,399.23,Ronald Reagan,Republican
11/1/1983,3108.38,405.35,Ronald Reagan,Republican
12/1/1983,3063.53,401.44,Ronald Reagan,Republican
1/1/1984,2952.58,395.29,Ronald Reagan,Republican
2/1/1984,2779.19,378.04,Ronald Reagan,Republican
3/1/1984,2799.23,382.51,Ronald Reagan,Republican
4/1/1984,2799.26,382.68,Ronald Reagan,Republican
5/1/1984,2633.96,358.91,Ronald Reagan,Republican
6/1/1984,2691.71,364.11,Ronald Reagan,Republican
7/1/1984,2640.98,356.76,Ronald Reagan,Republican
8/1/1984,2888.31,393.20,Ronald Reagan,Republican
9/1/1984,2833.36,390.00,Ronald Reagan,Republican
10/1/1984,2826.48,388.82,Ronald Reagan,Republican
11/1/1984,2783.31,382.94,Ronald Reagan,Republican
12/1/1984,2836.29,391.51,Ronald Reagan,Republican
1/1/1985,3007.18,419.80,Ronald Reagan,Republican
2/1/1985,2986.61,421.42,Ronald Reagan,Republican
3/1/1985,2935.13,418.59,Ronald Reagan,Republican
4/1/1985,2901.09,414.69,Ronald Reagan,Republican
5/1/1985,3022.81,435.59,Ronald Reagan,Republican
6/1/1985,3059.54,439.53,Ronald Reagan,Republican
7/1/1985,3081.62,436.63,Ronald Reagan,Republican
8/1/1985,3045.54,430.64,Ronald Reagan,Republican
9/1/1985,3023.96,414.41,Ronald Reagan,Republican
10/1/1985,3116.94,430.51,Ronald Reagan,Republican
11/1/1985,3329.96,457.31,Ronald Reagan,Republican
12/1/1985,3487.74,476.44,Ronald Reagan,Republican
1/1/1986,3533.16,476.29,Ronald Reagan,Republican
2/1/1986,3853.93,511.70,Ronald Reagan,Republican
3/1/1986,4120.97,541.35,Ronald Reagan,Republican
4/1/1986,4049.63,534.63,Ronald Reagan,Republican
5/1/1986,4248.87,560.00,Ronald Reagan,Republican
6/1/1986,4260.51,564.64,Ronald Reagan,Republican
7/1/1986,3996.22,531.51,Ronald Reagan,Republican
8/1/1986,4265.57,568.33,Ronald Reagan,Republican
9/1/1986,3954.08,517.46,Ronald Reagan,Republican
10/1/1986,4196.68,545.30,Ronald Reagan,Republican
11/1/1986,4274.48,556.51,Ronald Reagan,Republican
12/1/1986,4229.86,540.28,Ronald Reagan,Republican
1/1/1987,4784.37,607.64,Ronald Reagan,Republican
2/1/1987,4912.79,627.80,Ronald Reagan,Republican
3/1/1987,5068.01,641.45,Ronald Reagan,Republican
4/1/1987,5000.27,630.64,Ronald Reagan,Republican
5/1/1987,4995.62,632.42,Ronald Reagan,Republican
6/1/1987,5253.05,660.29,Ronald Reagan,Republican
7/1/1987,5571.10,690.22,Ronald Reagan,Republican
8/1/1987,5738.66,710.72,Ronald Reagan,Republican
9/1/1987,5566.42,690.00,Ronald Reagan,Republican
10/1/1987,4262.17,538.33,Ronald Reagan,Republican
11/1/1987,3916.46,491.92,Ronald Reagan,Republican
12/1/1987,4141.34,527.76,Ronald Reagan,Republican
1/1/1988,4172.97,547.82,Ronald Reagan,Republican
2/1/1988,4402.19,569.12,Ronald Reagan,Republican
3/1/1988,4206.73,547.81,Ronald Reagan,Republican
4/1/1988,4278.05,550.10,Ronald Reagan,Republican
5/1/1988,4261.29,550.01,Ronald Reagan,Republican
6/1/1988,4474.03,571.34,Ronald Reagan,Republican
7/1/1988,4427.76,565.80,Ronald Reagan,Republican
8/1/1988,4209.58,541.87,Ronald Reagan,Republican
9/1/1988,4348.37,559.59,Ronald Reagan,Republican
10/1/1988,4406.88,572.17,Ronald Reagan,Republican
11/1/1988,4332.63,560.81,Ronald Reagan,Republican
12/1/1988,4436.89,568.22,Ronald Reagan,Republican
1/1/1989,4768.96,605.65,George H. W. Bush,Republican
2/1/1989,4577.76,585.52,George H. W. Bush,Republican
3/1/1989,4623.94,594.46,George H. W. Bush,Republican
4/1/1989,4844.86,620.21,George H. W. Bush,Republican
5/1/1989,4937.98,638.16,George H. W. Bush,Republican
6/1/1989,4845.96,631.51,George H. W. Bush,Republican
7/1/1989,5273.43,685.93,George H. W. Bush,Republican
8/1/1989,5417.06,695.52,George H. W. Bush,Republican
9/1/1989,5310.24,688.52,George H. W. Bush,Republican
10/1/1989,5192.29,668.13,George H. W. Bush,Republican
11/1/1989,5298.88,677.45,George H. W. Bush,Republican
12/1/1989,5382.51,690.90,George H. W. Bush,Republican
1/1/1990,5012.69,636.77,George H. W. Bush,Republican
2/1/1990,5060.08,639.22,George H. W. Bush,Republican
3/1/1990,5184.31,650.99,George H. W. Bush,Republican
4/1/1990,5082.38,632.82,George H. W. Bush,Republican
5/1/1990,5488.67,689.23,George H. W. Bush,Republican
6/1/1990,5467.55,679.52,George H. W. Bush,Republican
7/1/1990,5493.73,673.48,George H. W. Bush,Republican
8/1/1990,4896.70,604.15,George H. W. Bush,Republican
9/1/1990,4556.71,568.64,George H. W. Bush,Republican
10/1/1990,4510.98,561.49,George H. W. Bush,Republican
11/1/1990,4714.88,593.53,George H. W. Bush,Republican
12/1/1990,4851.20,608.27,George H. W. Bush,Republican
1/1/1991,5013.07,630.08,George H. W. Bush,Republican
2/1/1991,5271.51,671.37,George H. W. Bush,Republican
3/1/1991,5320.71,685.15,George H. W. Bush,Republican
4/1/1991,5264.59,684.24,George H. W. Bush,Republican
5/1/1991,5504.00,708.71,George H. W. Bush,Republican
6/1/1991,5269.94,672.91,George H. W. Bush,Republican
7/1/1991,5474.92,701.94,George H. W. Bush,Republican
8/1/1991,5493.70,713.75,George H. W. Bush,Republican
9/1/1991,5421.14,696.98,George H. W. Bush,Republican
10/1/1991,5505.97,704.06,George H. W. Bush,Republican
11/1/1991,5178.58,671.27,George H. W. Bush,Republican
12/1/1991,5665.87,745.76,George H. W. Bush,Republican
1/1/1992,5753.77,729.67,George H. W. Bush,Republican
2/1/1992,5813.24,734.19,George H. W. Bush,Republican
3/1/1992,5726.84,714.53,George H. W. Bush,Republican
4/1/1992,5935.53,733.22,George H. W. Bush,Republican
5/1/1992,5995.53,733.09,George H. W. Bush,Republican
6/1/1992,5833.92,717.51,George H. W. Bush,Republican
7/1/1992,5956.12,744.49,George H. W. Bush,Republican
8/1/1992,5700.45,724.55,George H. W. Bush,Republican
9/1/1992,5709.12,729.06,George H. W. Bush,Republican
10/1/1992,5610.54,728.08,George H. W. Bush,Republican
11/1/1992,5737.83,748.82,George H. W. Bush,Republican
12/1/1992,5734.03,756.83,George H. W. Bush,Republican
1/1/1993,5722.99,758.65,Bill Clinton,Democratic
2/1/1993,5807.91,763.94,Bill Clinton,Democratic
3/1/1993,5898.08,775.52,Bill Clinton,Democratic
4/1/1993,5867.97,753.61,Bill Clinton,Democratic
5/1/1993,6031.91,769.82,Bill Clinton,Democratic
6/1/1993,6001.95,769.05,Bill Clinton,Democratic
7/1/1993,6041.88,764.96,Bill Clinton,Democratic
8/1/1993,6218.08,789.44,Bill Clinton,Democratic
9/1/1993,6040.15,779.72,Bill Clinton,Democratic
10/1/1993,6227.56,791.57,Bill Clinton,Democratic
11/1/1993,6229.56,780.89,Bill Clinton,Democratic
12/1/1993,6348.17,788.77,Bill Clinton,Democratic
1/1/1994,6707.51,811.99,Bill Clinton,Democratic
2/1/1994,6437.79,784.80,Bill Clinton,Democratic
3/1/1994,6090.23,746.66,Bill Clinton,Democratic
4/1/1994,6155.79,753.92,Bill Clinton,Democratic
5/1/1994,6280.24,762.81,Bill Clinton,Democratic
6/1/1994,6039.18,740.15,Bill Clinton,Democratic
7/1/1994,6252.83,761.17,Bill Clinton,Democratic
8/1/1994,6476.71,786.94,Bill Clinton,Democratic
9/1/1994,6341.26,763.47,Bill Clinton,Democratic
10/1/1994,6444.49,778.91,Bill Clinton,Democratic
11/1/1994,6158.51,747.23,Bill Clinton,Democratic
12/1/1994,6315.32,756.42,Bill Clinton,Democratic
1/1/1995,6303.93,771.49,Bill Clinton,Democratic
2/1/1995,6554.06,796.40,Bill Clinton,Democratic
3/1/1995,6768.72,815.16,Bill Clinton,Democratic
4/1/1995,7013.42,835.37,Bill Clinton,Democratic
5/1/1995,7233.53,864.11,Bill Clinton,Democratic
6/1/1995,7367.21,880.86,Bill Clinton,Democratic
7/1/1995,7613.60,908.85,Bill Clinton,Democratic
8/1/1995,7432.22,905.75,Bill Clinton,Democratic
9/1/1995,7705.63,940.32,Bill Clinton,Democratic
10/1/1995,7627.79,932.73,Bill Clinton,Democratic
11/1/1995,8144.56,971.62,Bill Clinton,Democratic
12/1/1995,8218.09,989.18,Bill Clinton,Democratic
1/1/1996,8616.29,1015.72,Bill Clinton,Democratic
2/1/1996,8733.11,1019.56,Bill Clinton,Democratic
3/1/1996,8844.44,1021.83,Bill Clinton,Democratic
4/1/1996,8782.44,1031.63,Bill Clinton,Democratic
5/1/1996,8882.37,1053.19,Bill Clinton,Democratic
6/1/1996,8894.73,1054.90,Bill Clinton,Democratic
7/1/1996,8680.39,1004.72,Bill Clinton,Democratic
8/1/1996,8800.60,1021.67,Bill Clinton,Democratic
9/1/1996,9187.95,1073.61,Bill Clinton,Democratic
10/1/1996,9387.74,1098.11,Bill Clinton,Democratic
11/1/1996,10134.72,1176.41,Bill Clinton,Democratic
12/1/1996,10020.61,1151.11,Bill Clinton,Democratic
1/1/1997,10553.48,1217.76,Bill Clinton,Democratic
2/1/1997,10626.11,1221.82,Bill Clinton,Democratic
3/1/1997,10145.14,1166.72,Bill Clinton,Democratic
4/1/1997,10786.85,1233.26,Bill Clinton,Democratic
5/1/1997,11289.74,1306.35,Bill Clinton,Democratic
6/1/1997,11800.77,1361.35,Bill Clinton,Democratic
7/1/1997,12629.91,1465.82,Bill Clinton,Democratic
8/1/1997,11685.14,1378.89,Bill Clinton,Democratic
9/1/1997,12148.36,1448.39,Bill Clinton,Democratic
10/1/1997,11356.64,1395.71,Bill Clinton,Democratic
11/1/1997,11938.05,1457.94,Bill Clinton,Democratic
12/1/1997,12083.88,1482.82,Bill Clinton,Democratic
1/1/1998,12065.32,1495.91,Bill Clinton,Democratic
2/1/1998,13015.13,1598.14,Bill Clinton,Democratic
3/1/1998,13375.71,1674.66,Bill Clinton,Democratic
4/1/1998,13749.13,1686.52,Bill Clinton,Democratic
5/1/1998,13474.52,1651.50,Bill Clinton,Democratic
6/1/1998,13535.45,1714.37,Bill Clinton,Democratic
7/1/1998,13422.65,1693.33,Bill Clinton,Democratic
8/1/1998,11376.46,1444.54,Bill Clinton,Democratic
9/1/1998,11818.83,1532.63,Bill Clinton,Democratic
10/1/1998,12913.93,1651.30,Bill Clinton,Democratic
11/1/1998,13702.17,1748.94,Bill Clinton,Democratic
12/1/1998,13808.87,1848.76,Bill Clinton,Democratic
1/1/1999,14038.25,1919.46,Bill Clinton,Democratic
2/1/1999,13950.56,1856.26,Bill Clinton,Democratic
3/1/1999,14620.52,1921.84,Bill Clinton,Democratic
4/1/1999,16000.15,1980.07,Bill Clinton,Democratic
5/1/1999,15660.09,1930.63,Bill Clinton,Democratic
6/1/1999,16269.70,2035.73,Bill Clinton,Democratic
7/1/1999,15758.97,1965.18,Bill Clinton,Democratic
8/1/1999,15973.19,1947.60,Bill Clinton,Democratic
9/1/1999,15174.64,1883.02,Bill Clinton,Democratic
10/1/1999,15729.97,1998.06,Bill Clinton,Democratic
11/1/1999,15935.99,2034.75,Bill Clinton,Democratic
12/1/1999,16843.28,2152.45,Bill Clinton,Democratic
1/1/2000,15973.17,2035.91,Bill Clinton,Democratic
2/1/2000,14706.31,1984.04,Bill Clinton,Democratic
3/1/2000,15727.56,2157.96,Bill Clinton,Democratic
4/1/2000,15446.10,2090.05,Bill Clinton,Democratic
5/1/2000,15120.59,2041.40,Bill Clinton,Democratic
6/1/2000,14940.48,2080.08,Bill Clinton,Democratic
7/1/2000,15014.87,2041.79,Bill Clinton,Democratic
8/1/2000,16003.95,2165.73,Bill Clinton,Democratic
9/1/2000,15113.66,2038.41,Bill Clinton,Democratic
10/1/2000,15546.11,2025.46,Bill Clinton,Democratic
11/1/2000,14746.92,1861.97,Bill Clinton,Democratic
12/1/2000,15286.58,1870.84,Bill Clinton,Democratic
1/1/2001,15329.40,1923.34,George W. Bush,Republican
2/1/2001,14714.38,1738.40,George W. Bush,Republican
3/1/2001,13820.41,1623.30,George W. Bush,Republican
4/1/2001,14964.55,1741.75,George W. Bush,Republican
5/1/2001,15134.86,1741.82,George W. Bush,Republican
6/1/2001,14545.82,1695.77,George W. Bush,Republican
7/1/2001,14616.18,1682.40,George W. Bush,Republican
8/1/2001,13820.20,1574.54,George W. Bush,Republican
9/1/2001,12236.18,1439.62,George W. Bush,Republican
10/1/2001,12587.22,1469.91,George W. Bush,Republican
11/1/2001,13693.67,1583.84,George W. Bush,Republican
12/1/2001,13980.09,1601.57,George W. Bush,Republican
1/1/2002,13808.64,1573.24,George W. Bush,Republican
2/1/2002,14017.20,1535.03,George W. Bush,Republican
3/1/2002,14347.03,1582.25,George W. Bush,Republican
4/1/2002,13636.27,1476.46,George W. Bush,Republican
5/1/2002,13607.52,1463.05,George W. Bush,Republican
6/1/2002,12663.27,1356.05,George W. Bush,Republican
7/1/2002,11960.39,1248.01,George W. Bush,Republican
8/1/2002,11817.01,1249.52,George W. Bush,Republican
9/1/2002,10340.21,1110.41,George W. Bush,Republican
10/1/2002,11419.96,1204.63,George W. Bush,Republican
11/1/2002,12098.68,1273.38,George W. Bush,Republican
12/1/2002,11369.64,1199.19,George W. Bush,Republican
1/1/2003,10929.02,1161.18,George W. Bush,Republican
2/1/2003,10621.39,1132.19,George W. Bush,Republican
3/1/2003,10693.47,1134.86,George W. Bush,Republican
4/1/2003,11371.80,1229.59,George W. Bush,Republican
5/1/2003,11885.90,1294.10,George W. Bush,Republican
6/1/2003,12058.46,1307.78,George W. Bush,Republican
