date,index_value
08/01/1971,5426.14
09/01/1971,5360.4
10/01/1971,5056.65
11/01/1971,5010.49
12/01/1971,5339.42
01/01/1972,5411.22
02/01/1972,5540.01
03/01/1972,5601.87
04/01/1972,5667.77
05/01/1972,5693.23
06/01/1972,5492.43
07/01/1972,5441.17
08/01/1972,5657.1
09/01/1972,5582.35
10/01/1972,5568.77
11/01/1972,5919.87
12/01/1972,5917.14
01/01/1973,5781.33
02/01/1973,5487.83
03/01/1973,5414.1
04/01/1973,5209.77
05/01/1973,5062.32
06/01/1973,4973.07
07/01/1973,5155.42
08/01/1973,4851.46
09/01/1973,5165.48
10/01/1973,5171.27
11/01/1973,4416.3
12/01/1973,4540.19
01/01/1974,4525.86
02/01/1974,4494.55
03/01/1974,4366.33
04/01/1974,4297.55
05/01/1974,4069.41
06/01/1974,4036.92
07/01/1974,3779.58
08/01/1974,3345.4
09/01/1974,2961.54
10/01/1974,3210.47
11/01/1974,2961.53
12/01/1974,2927.14
01/01/1975,3329.86
02/01/1975,3470.58
03/01/1975,3593.41
04/01/1975,3827.44
05/01/1975,3856.83
06/01/1975,4042.48
07/01/1975,3781.71
08/01/1975,3792.44
09/01/1975,3584.37
10/01/1975,3753.82
11/01/1975,3836.87
12/01/1975,3786.41
01/01/1976,4324.39
02/01/1976,4296.99
03/01/1976,4407.57
04/01/1976,4380.16
05/01/1976,4254.93
06/01/1976,4352.07
07/01/1976,4250.69
08/01/1976,4182.21
09/01/1976,4238.01
10/01/1976,4108.67
11/01/1976,4025.69
12/01/1976,4255.7
01/01/1977,4021.72
02/01/1977,3905.81
03/01/1977,3807.96
04/01/1977,3808.63
05/01/1977,3673.72
06/01/1977,3721.09
07/01/1977,3596.77
08/01/1977,3470.08
09/01/1977,3401.15
10/01/1977,3275.04
11/01/1977,3304.7
12/01/1977,3299.74
01/01/1978,3036.56
02/01/1978,2908.37
03/01/1978,2944.62
04/01/1978,3230.38
05/01/1978,3212.81
06/01/1978,3096.45
07/01/1978,3235.24
08/01/1978,3274.92
09/01/1978,3209.59
10/01/1978,2911.46
11/01/1978,2922.85
12/01/1978,2931.04
01/01/1979,3028.74
02/01/1979,2885.87
03/01/1979,3045.22
04/01/1979,2985.31
05/01/1979,2835.39
06/01/1979,2871.15
07/01/1979,2854.13
08/01/1979,2964.68
09/01/1979,2903.71
10/01/1979,2673.86
11/01/1979,2670.99
12/01/1979,2695.71
01/01/1980,2775.57
02/01/1980,2697.31
03/01/1980,2418.54
04/01/1980,2487.13
05/01/1980,2564.46
06/01/1980,2587.27
07/01/1980,2788.19
08/01/1980,2759.53
09/01/1980,2736.65
10/01/1980,2687.49
11/01/1980,2863.8
12/01/1980,2754.12
01/01/1981,2684.56
02/01/1981,2733.7
03/01/1981,2796.78
04/01/1981,2760.77
05/01/1981,2722.35
06/01/1981,2658.09
07/01/1981,2562.75
08/01/1981,2354.41
09/01/1981,2248.2
10/01/1981,2249.88
11/01/1981,2338.91
12/01/1981,2295.13
01/01/1982,2277.06
02/01/1982,2148.36
03/01/1982,2146.61
04/01/1982,2204.04
05/01/1982,2108.68
06/01/1982,2063.11
07/01/1982,2044.14
08/01/1982,2274.01
09/01/1982,2256.76
10/01/1982,2489.22
11/01/1982,2614.83
12/01/1982,2643.56
01/01/1983,2711.84
02/01/1983,2801.58
03/01/1983,2845.42
04/01/1983,3065.5
05/01/1983,2981.95
06/01/1983,3028.02
07/01/1983,2959.67
08/01/1983,2991.75
09/01/1983,3018.7
10/01/1983,2990.71
11/01/1983,3108.38
12/01/1983,3063.53
01/01/1984,2952.58
02/01/1984,2779.19
03/01/1984,2799.23
04/01/1984,2799.26
05/01/1984,2633.96
06/01/1984,2691.71
07/01/1984,2640.98
08/01/1984,2888.31
09/01/1984,2833.36
10/01/1984,2826.48
11/01/1984,2783.31
12/01/1984,2836.29
01/01/1985,3007.18
02/01/1985,2986.61
03/01/1985,2935.13
04/01/1985,2901.09
05/01/1985,3022.81
06/01/1985,3059.54
07/01/1985,3081.62
08/01/1985,3045.54
09/01/1985,3023.96
10/01/1985,3116.94
11/01/1985,3329.96
12/01/1985,3487.74
01/01/1986,3533.16
02/01/1986,3853.93
03/01/1986,4120.97
04/01/1986,4049.63
05/01/1986,4248.87
06/01/1986,4260.51
07/01/1986,3996.22
08/01/1986,4265.57
09/01/1986,3954.08
10/01/1986,4196.68
11/01/1986,4274.48
12/01/1986,4229.86
01/01/1987,4784.37
02/01/1987,4912.79
03/01/1987,5068.01
04/01/1987,5000.27
05/01/1987,4995.62
06/01/1987,5253.05
07/01/1987,5571.1
08/01/1987,5738.66
09/01/1987,5566.42
10/01/1987,4262.17
11/01/1987,3916.46
12/01/1987,4141.34
01/01/1988,4172.97
02/01/1988,4402.19
03/01/1988,4206.73
04/01/1988,4278.05
05/01/1988,4261.29
06/01/1988,4474.03
07/01/1988,4427.76
08/01/1988,4209.58
09/01/1988,4348.37
10/01/1988,4406.88
11/01/1988,4332.63
12/01/1988,4436.89
01/01/1989,4768.96
02/01/1989,4577.76
03/01/1989,4623.94
04/01/1989,4844.86
05/01/1989,4937.98
06/01/1989,4845.96
07/01/1989,5273.43
08/01/1989,5417.06
09/01/1989,5310.24
10/01/1989,5192.29
11/01/1989,5298.88
12/01/1989,5382.51
01/01/1990,5012.69
02/01/1990,5060.08
03/01/1990,5184.31
04/01/1990,5082.38
05/01/1990,5488.67
06/01/1990,5467.55
07/01/1990,5493.73
08/01/1990,4896.7
09/01/1990,4556.71
10/01/1990,4510.98
11/01/1990,4714.88
12/01/1990,4851.2
01/01/1991,5013.07
02/01/1991,5271.51
03/01/1991,5320.71
04/01/1991,5264.59
05/01/1991,5504
06/01/1991,5269.94
07/01/1991,5474.92
08/01/1991,5493.7
09/01/1991,5421.14
10/01/1991,5505.97
11/01/1991,5178.58
12/01/1991,5665.87
01/01/1992,5753.77
02/01/1992,5813.24
03/01/1992,5726.84
04/01/1992,5935.53
05/01/1992,5995.53
06/01/1992,5833.92
07/01/1992,5956.12
08/01/1992,5700.45
09/01/1992,5709.12
10/01/1992,5610.54
11/01/1992,5737.83
12/01/1992,5734.03
01/01/1993,5722.99
02/01/1993,5807.91
03/01/1993,5898.08
04/01/1993,5867.97
05/01/1993,6031.91
06/01/1993,6001.95
07/01/1993,6041.88
08/01/1993,6218.08
09/01/1993,6040.15
10/01/1993,6227.56
11/01/1993,6229.56
12/01/1993,6348.17
01/01/1994,6707.51
02/01/1994,6437.79
03/01/1994,6090.23
04/01/1994,6155.79
05/01/1994,6280.24
06/01/1994,6039.18
07/01/1994,6252.83
08/01/1994,6476.71
09/01/1994,6341.26
10/01/1994,6444.49
11/01/1994,6158.51
12/01/1994,6315.32
01/01/1995,6303.93
02/01/1995,6554.06
03/01/1995,6768.72
04/01/1995,7013.42
05/01/1995,7233.53
06/01/1995,7367.21
07/01/1995,7613.6
08/01/1995,7432.22
09/01/1995,7705.63
10/01/1995,7627.79
11/01/1995,8144.56
12/01/1995,8218.09
01/01/1996,8616.29
02/01/1996,8733.11
03/01/1996,8844.44
04/01/1996,8782.44
05/01/1996,8882.37
06/01/1996,8894.73
07/01/1996,8680.39
08/01/1996,8800.6
09/01/1996,9187.95
10/01/1996,9387.74
11/01/1996,10134.72
12/01/1996,10020.61
01/01/1997,10553.48
02/01/1997,10626.11
