date,DJI,date,index_value
4/1/2005,12913.91,4/1/2005,1465.73
5/1/2005,13272.76,5/1/2005,1510.82
6/1/2005,13018.39,6/1/2005,1509.42
7/1/2005,13428.83,7/1/2005,1557.54
8/1/2005,13154.41,8/1/2005,1531.51
9/1/2005,13105.19,9/1/2005,1523.72
10/1/2005,12924.81,10/1/2005,1494.28
11/1/2005,13485.73,11/1/2005,1559.35
12/1/2005,13429.03,12/1/2005,1564.11
1/1/2006,13505.02,1/1/2006,1591.14
2/1/2006,13642.82,2/1/2006,1589.3
3/1/2006,13708.9,3/1/2006,1597.87
4/1/2006,13902.01,4/1/2006,1602.88
5/1/2006,13591.83,5/1/2006,1545.7
6/1/2006,13547.52,6/1/2006,1543.29
7/1/2006,13545.86,7/1/2006,1546.04
8/1/2006,13759.81,8/1/2006,1576.32
9/1/2006,14190.07,9/1/2006,1623.06
10/1/2006,14762.65,10/1/2006,1683.84
11/1/2006,14947.42,11/1/2006,1712.97
12/1/2006,15229.97,12/1/2006,1733.16
1/1/2007,15373.22,1/1/2007,1751.78
2/1/2007,14857.31,2/1/2007,1703.66
3/1/2007,14825.22,3/1/2007,1705.03
4/1/2007,15584.05,4/1/2007,1768.47
5/1/2007,16162.38,5/1/2007,1815.32
6/1/2007,15862.4,6/1/2007,1778.46
7/1/2007,15643,7/1/2007,1723.04
8/1/2007,15842.28,8/1/2007,1748.15
9/1/2007,16424.63,9/1/2007,1804.62
10/1/2007,16437.41,10/1/2007,1828.27
11/1/2007,15685.03,11/1/2007,1737.38
12/1/2007,15572.9,12/1/2007,1723.85
1/1/2008,14775.62,1/1/2008,1610.15
2/1/2008,14290.34,2/1/2008,1550.18
3/1/2008,14163.64,3/1/2008,1527.72
4/1/2008,14717.51,4/1/2008,1590.66
5/1/2008,14382.41,5/1/2008,1593.63
6/1/2008,12791.46,6/1/2008,1442.56
7/1/2008,12754.76,7/1/2008,1420.73
8/1/2008,12986.96,8/1/2008,1443.18
9/1/2008,12228.69,9/1/2008,1314.49
10/1/2008,10611.86,10/1/2008,1102.44
11/1/2008,10250.52,11/1/2008,1040.53
12/1/2008,10294.71,12/1/2008,1059.51
1/1/2009,9345,1/1/2009,964.63
2/1/2009,8207.12,2/1/2009,854.17
3/1/2009,8818.74,3/1/2009,924.73
4/1/2009,9442.35,4/1/2009,1008.97
5/1/2009,9800.88,5/1/2009,1059.77
6/1/2009,9654.92,6/1/2009,1050.78
7/1/2009,10501.49,7/1/2009,1130.66
8/1/2009,10844.75,8/1/2009,1165.55
9/1/2009,11081.71,9/1/2009,1206.13
10/1/2009,11072.51,10/1/2009,1181.26
11/1/2009,11793.12,11/1/2009,1249.02
12/1/2009,11908.83,12/1/2009,1273.44
1/1/2010,11456.62,1/1/2010,1222.06
2/1/2010,11739.82,2/1/2010,1255.81
3/1/2010,12300.56,3/1/2010,1324.96
4/1/2010,12450.74,4/1/2010,1342.15
5/1/2010,11454.39,5/1/2010,1231.03
6/1/2010,11054.42,6/1/2010,1165.73
7/1/2010,11836.98,7/1/2010,1245.91
8/1/2010,11306.62,8/1/2010,1184.69
9/1/2010,12179.71,9/1/2010,1288.41
10/1/2010,12530.54,10/1/2010,1333.53
11/1/2010,12403.78,11/1/2010,1330.48
12/1/2010,13024.7,12/1/2010,1414.85
1/1/2011,13307.07,1/1/2011,1439.17
2/1/2011,13620.14,2/1/2011,1478.52
3/1/2011,13588.66,3/1/2011,1462.39
4/1/2011,14040.35,4/1/2011,1494.52
5/1/2011,13713.64,5/1/2011,1467.61
6/1/2011,13556.46,6/1/2011,1442.14
7/1/2011,13248.27,7/1/2011,1409.88
8/1/2011,12635.52,8/1/2011,1326.15
9/1/2011,11862.84,9/1/2011,1229.85
10/1/2011,13019.01,10/1/2011,1364.84
11/1/2011,13129.79,11/1/2011,1359.19
12/1/2011,13341.58,12/1/2011,1373.3
1/1/2012,13744.61,1/1/2012,1427.9
2/1/2012,14027.09,2/1/2012,1479.03
3/1/2012,14202.94,3/1/2012,1514.11
4/1/2012,14151.8,4/1/2012,1497.16
5/1/2012,13298.17,5/1/2012,1405.98
6/1/2012,13833.22,6/1/2012,1462.96
7/1/2012,13997.34,7/1/2012,1484.15
8/1/2012,14007.2,8/1/2012,1505.04
9/1/2012,14310.54,9/1/2012,1534.31
10/1/2012,13960.83,10/1/2012,1505.36
11/1/2012,13950.4,11/1/2012,1516.73
12/1/2012,14073.85,12/1/2012,1531.73
1/1/2013,14844.68,1/1/2013,1604.48
2/1/2013,14925.87,2/1/2013,1608.59
3/1/2013,15438.67,3/1/2013,1661.77
4/1/2013,15730.19,4/1/2013,1693.42
5/1/2013,15992.27,5/1/2013,1725.32
6/1/2013,15744.54,6/1/2013,1696.23
7/1/2013,16352.01,7/1/2013,1778.45
8/1/2013,15610.07,8/1/2013,1721.15
9/1/2013,15931.54,9/1/2013,1770.67
10/1/2013,16416.31,10/1/2013,1854.91
11/1/2013,17019.42,11/1/2013,1910.55
12/1/2013,17538.11,12/1/2013,1955.56
1/1/2014,16546.59,1/1/2014,1878.85
2/1/2014,17137.8,2/1/2014,1952.42
3/1/2014,17165.34,3/1/2014,1952.85
4/1/2014,17244.07,4/1/2014,1959.31
5/1/2014,17318.99,5/1/2014,1992.82
6/1/2014,17398.7,6/1/2014,2026.88
7/1/2014,17143.02,7/1/2014,1998.24
8/1/2014,17713.99,8/1/2014,2075.49
9/1/2014,17656.44,9/1/2014,2043.29
10/1/2014,18051.36,10/1/2014,2094.74
11/1/2014,18612.68,11/1/2014,2158.53
12/1/2014,18714.22,12/1/2014,2161.85
1/1/2015,18109.02,1/1/2015,2104.71
2/1/2015,19039.34,2/1/2015,2209.73
3/1/2015,18558.27,3/1/2015,2158.88
4/1/2015,18589.82,4/1/2015,2173.1
5/1/2015,18677.08,5/1/2015,2185.36
6/1/2015,18200.95,6/1/2015,2131.19
7/1/2015,18273.63,7/1/2015,2173.27
8/1/2015,17089.98,8/1/2015,2039.23
9/1/2015,16870.95,9/1/2015,1989.15
10/1/2015,18317.09,10/1/2015,2156.3
11/1/2015,18411,11/1/2015,2161.55
12/1/2015,18156.88,12/1/2015,2129.79
1/1/2016,17141.42,1/1/2016,2019.79
2/1/2016,17177.16,2/1/2016,2009.52
3/1/2016,18304.07,3/1/2016,2131.83
4/1/2016,18306.85,4/1/2016,2127.26
5/1/2016,18249.67,5/1/2016,2151.48
6/1/2016,18342.38,6/1/2016,2147.13
7/1/2016,18893.05,7/1/2016,2227.94
8/1/2016,18842.5,8/1/2016,2223.05
9/1/2016,18692.62,9/1/2016,2213.8
10/1/2016,18505.27,10/1/2016,2168.67
11/1/2016,19525.18,11/1/2016,2244.99
12/1/2016,20177.61,12/1/2016,2285.85
1/1/2017,20162.05,1/1/2017,2313.05
2/1/2017,21061.99,2/1/2017,2392
3/1/2017,20890.52,3/1/2017,2388.71
4/1/2017,21108.03,4/1/2017,2403.27
5/1/2017,21155.71,5/1/2017,2428.68
6/1/2017,21477.73,6/1/2017,2437.95
7/1/2017,22044.36,7/1/2017,2487.59
8/1/2017,22035.89,8/1/2017,2481.54
9/1/2017,22382.68,9/1/2017,2516.84
10/1/2017,23353.86,10/1/2017,2572.68
11/1/2017,24248.08,11/1/2017,2644.93
12/1/2017,24719.22,12/1/2017,2673.61
1/1/2018,26149.39,1/1/2018,2823.81
2/1/2018,25192.84,2/1/2018,2709.2
